#OTU ID	Domain	Phylum	Class	Order	Family	Genus	Species
270811	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
270782	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
270765	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
270764	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
270759	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
270707	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
270491	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
270446	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
270375	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
270290	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
270248	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
270244	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
270219	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
270215	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
270200	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
270199	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
270165	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
270158	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
270145	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
270105	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
270051	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
270039	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
270030	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
270015	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
269949	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
269911	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
269873	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
269777	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
269775	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
269726	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
269716	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
269681	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
269673	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
269657	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
269653	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
269611	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
269585	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
269546	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
269532	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
269501	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
269426	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
269418	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
269401	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
269378	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
269359	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
269342	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
269172	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
269156	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
269141	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
269125	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
269107	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
269093	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
269078	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
269070	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
269068	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
268971	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
268880	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
268865	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
268841	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
268820	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
268734	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
268696	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
268612	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
268543	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
268542	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
268475	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
268257	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
268220	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
268196	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
268124	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
268108	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
268099	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
268084	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
268043	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
268002	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267958	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267905	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
267892	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
267847	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267837	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267752	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267717	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
267694	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
267689	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
267620	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267549	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267536	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 [Mogibacteriaceae]	 	 
267470	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267457	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267452	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
267451	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
267411	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267406	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
267388	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267373	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267335	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
267221	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267188	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267071	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
267046	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
267045	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
267041	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
267024	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
266976	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
266935	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266860	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
266841	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
266816	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266761	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
266726	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
266715	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
266664	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
266595	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266556	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
266497	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
266445	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
266437	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266435	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266413	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
266411	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266371	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
266255	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
266247	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
266223	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
266203	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266192	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266120	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266091	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266061	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
266060	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
265985	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
265976	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
265940	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
265918	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265912	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265900	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265793	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
265730	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265706	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265580	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
265570	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265563	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Dorea	 
265470	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
265379	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
265368	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265367	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265363	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
265322	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
265280	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
265211	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
265182	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
265063	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265052	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
265036	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
265030	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
265029	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
265018	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
264941	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
264940	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
264932	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264846	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264837	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264835	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
264823	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264764	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
264731	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
264646	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
264608	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264572	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
264536	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
264534	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
264496	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
264489	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264461	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264429	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
264378	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264372	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264352	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
264325	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 	 
264316	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264298	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
264248	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
264239	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
264225	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264155	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264137	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264134	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264101	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
264066	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
264023	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
264009	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
263992	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
263977	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
263946	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
263908	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
263873	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263865	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263850	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263839	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
263834	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263828	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
263744	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
263705	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 	 
263704	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
263678	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
263664	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263662	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263618	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263607	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
263595	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263508	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
263479	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263451	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263420	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263415	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263396	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263380	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263337	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
263327	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
263227	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263207	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263203	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
263171	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263165	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
263155	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263144	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263142	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
263120	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263111	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
263106	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
263102	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
263057	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
262970	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
262957	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262869	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
262825	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
262807	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262801	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262766	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
262752	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
262677	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
262656	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262634	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262631	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
262625	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262556	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262541	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262454	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262410	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262409	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262308	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
262280	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
262272	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
262258	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
262247	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262173	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
262148	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
262102	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
262095	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 	 
262060	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
262024	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
261992	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261918	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
261908	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261894	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
261841	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Coprococcus	 
261574	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261572	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 [Mogibacteriaceae]	 	 
261563	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261519	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
261505	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
261492	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 
261486	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
261467	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261419	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
261414	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261409	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
261402	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
261365	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 
261347	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261337	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
261334	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
261315	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261265	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
261261	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261256	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261243	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261209	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
261208	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
261188	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261183	Bacteria	 Firmicutes	 Erysipelotrichi	 Erysipelotrichales	 Erysipelotrichaceae	 Allobaculum	 
261177	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
261132	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 	 
261097	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261084	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 	 
261064	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261063	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
261010	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 [Ruminococcus]	 gnavus
260927	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 S24-7	 	 
260890	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
260828	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
260756	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
260753	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillospira	 
260752	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 	 
260705	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 	 	 
